BaseID	Medical care	Hotel	Business affairs	Life service	Transportation hub	Culture	Sports	Residence	Entertainment and leisure	Scenic spot	Government	Factory	Shopping	Restaurant	Education	Landmark	Other
5633	0	0	4	0	0	0	0	0	0	0	2	2	0	0	0	13	1
5634	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	7	2
5635	0	0	5	0	0	1	2	1	0	2	1	2	0	0	0	7	2
5636	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0
5637	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	2	2
5638	0	0	2	0	0	0	1	0	1	0	0	2	2	0	0	3	3
5639	0	0	37	1	0	0	0	2	0	0	1	2	5	0	0	5	1
5640	1	0	32	3	0	0	0	2	0	0	3	3	4	1	0	6	13
5641	0	0	20	2	0	1	0	2	0	0	3	1	1	0	1	5	3
5642	0	0	24	0	0	0	0	0	0	0	0	1	0	0	0	8	3
5643	2	3	6	0	0	3	0	5	0	0	1	0	8	0	3	1	3
5644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5645	0	0	4	0	0	0	0	0	0	0	2	1	1	0	0	5	4
5646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5647	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	5	0
5648	0	0	3	0	0	0	0	0	0	0	1	2	1	0	0	0	2
5649	0	0	46	2	0	1	0	0	0	0	3	4	1	1	0	17	5
5650	0	0	60	2	0	0	0	2	0	0	0	8	3	0	1	5	14
5651	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0
5652	1	0	7	0	0	0	0	0	0	0	3	1	1	0	0	14	1
5653	66	81	1367	102	4	64	45	1814	86	48	226	180	488	266	126	401	179
5654	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	5
5655	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0
5656	0	0	2	0	0	0	0	0	0	0	2	5	1	0	2	10	2
5657	0	0	17	0	0	0	0	0	1	0	0	3	1	0	0	5	3
5658	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	1
5659	1	0	3	0	0	0	0	0	0	9	2	1	0	0	0	8	4
5660	0	0	10	0	0	0	0	0	0	2	0	3	4	0	0	6	1
5661	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	18	2
5662	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	16	4
5663	0	0	1	0	0	0	0	2	0	0	8	0	0	0	0	2	6
5664	1	0	14	0	0	0	0	1	0	4	5	2	1	1	1	4	8
5665	0	0	91	4	0	0	0	0	0	0	5	8	4	0	0	9	11
5666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
5667	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5668	1	0	2	0	0	0	0	0	0	0	2	1	0	0	1	9	1
5669	0	0	17	1	0	0	0	0	0	0	3	3	0	0	1	2	4
5670	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	8
5671	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	6	2
5672	0	0	5	1	0	0	0	1	0	1	0	2	2	0	0	8	0
5673	0	0	61	1	0	0	0	1	1	0	0	6	1	0	0	2	0
5674	0	0	13	2	0	0	0	0	0	0	1	3	1	0	0	5	2
5675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5676	1	0	13	0	0	1	2	1	0	0	2	0	2	0	1	4	3
5677	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	2
5678	0	0	15	0	0	0	1	1	0	0	1	2	1	0	1	6	4
5679	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1
5680	0	0	41	0	0	0	0	0	1	1	1	8	1	0	0	14	14
5681	0	10	2	1	0	2	1	23	2	1	0	0	0	1	0	4	6
5682	0	0	5	1	0	0	0	5	0	0	0	0	4	0	0	5	2
5683	4	0	14	1	0	0	0	14	0	1	5	0	11	0	2	8	8
5684	0	3	11	0	0	0	1	12	0	0	2	0	4	1	1	0	5
5685	0	0	116	2	0	0	0	2	0	0	1	3	2	0	0	3	5
5686	0	0	18	3	0	0	0	0	0	0	3	4	0	0	0	4	1
5687	0	0	21	3	2	0	0	0	0	0	0	0	0	0	0	5	2
5688	0	0	16	0	0	0	0	0	0	0	2	1	0	1	1	2	5
5689	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0
5690	0	1	3	1	0	1	2	10	3	0	2	0	0	3	0	2	4
5691	0	0	4	0	0	0	0	1	0	4	0	0	0	0	0	4	1
5692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5693	0	0	3	0	0	1	0	2	0	0	1	0	1	0	0	0	4
5694	1	0	1	0	0	0	0	26	0	0	7	0	4	2	0	0	3
5695	2	6	14	14	1	3	1	10	5	2	12	5	20	26	5	6	17
5696	0	0	194	7	0	0	0	4	0	0	3	23	3	4	1	6	14
5697	3	4	20	20	0	4	3	7	11	1	5	3	47	36	3	10	18
5698	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
5699	4	5	43	14	0	0	0	7	5	0	6	2	23	1	4	8	11
5700	0	0	20	0	0	0	0	0	0	0	2	3	1	0	0	10	1
5701	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5702	1	0	30	1	0	2	0	2	0	0	3	2	0	0	0	13	7
5703	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	4	1
5704	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	1
5705	3	0	11	3	0	0	0	54	2	0	1	1	10	3	1	0	1
5706	0	0	38	0	0	0	0	0	0	0	0	4	0	0	0	0	5
5707	2	3	2	0	0	1	0	0	1	2	2	0	0	2	1	6	4
5708	0	0	7	0	0	0	0	1	1	0	1	0	4	1	0	2	3
5709	0	1	18	1	0	2	0	1	0	0	3	4	1	0	0	7	4
5710	0	0	4	1	0	1	1	1	1	1	6	4	5	0	0	12	6
5711	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	5
5712	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	2	1
5713	0	1	1	0	0	0	0	5	0	0	2	0	1	3	2	0	1
5714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5715	0	1	2	0	0	0	0	9	0	0	0	0	0	0	0	1	0
5716	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0
5717	0	1	1	0	0	0	2	0	0	0	0	1	1	0	0	0	2
5718	0	0	0	0	0	0	0	7	0	0	2	0	0	1	0	2	0
5719	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0
5720	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	7	3
5721	1	0	11	0	0	0	0	0	0	1	3	1	0	1	0	12	3
5722	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	12	1
5723	31	1	11	1	0	1	1	17	0	0	12	0	6	1	4	0	11
5724	1	1	17	1	0	2	1	7	0	0	2	2	3	0	4	1	3
5725	0	0	26	0	0	0	3	28	0	0	1	5	0	1	1	3	1
5726	0	0	2	1	0	1	1	67	0	0	2	0	1	2	1	0	1
5727	4	10	298	6	4	9	6	177	1	6	53	47	107	20	22	42	11
5728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3
5730	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	7	2
5731	1	0	3	0	0	0	0	0	0	0	2	2	1	0	0	10	4
5732	0	0	2	0	0	0	0	0	1	1	3	1	0	0	0	8	2
5733	0	0	2	0	0	1	0	0	0	0	2	1	0	0	0	8	4
5734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5735	0	0	8	1	0	2	0	0	0	0	1	3	0	0	0	6	0
5736	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	6	1
5737	2	0	11	0	0	0	0	2	0	0	2	3	0	0	0	3	5
5738	0	3	0	1	0	1	1	0	2	2	0	0	1	5	0	1	0
5739	1	0	27	1	0	1	0	3	0	0	2	2	0	0	0	9	1
5740	0	0	11	1	0	2	0	0	1	0	0	6	0	0	1	11	3
5741	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	6	0
5742	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0
5743	1	1	50	1	0	0	0	2	0	0	3	5	2	0	0	11	2
5744	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0
5745	0	0	25	0	0	0	0	0	0	0	0	2	0	0	0	1	0
5746	0	4	12	1	0	0	0	0	1	4	4	5	6	3	1	11	15
5747	0	1	5	0	1	0	0	10	0	0	1	0	0	0	0	8	3
5748	1	1	38	1	0	11	1	7	0	2	4	2	16	0	0	5	5
5749	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	9	4
5750	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0
5751	3	3	102	3	1	3	0	67	3	1	14	15	26	7	5	49	4
5752	2	1	5	5	0	0	0	16	3	0	3	0	7	3	0	2	4
5753	2	1	7	3	0	0	1	74	0	0	3	0	7	8	7	0	4
5754	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5755	0	3	0	1	0	1	1	0	1	1	0	0	0	0	0	2	3
5756	1	1	3	0	0	0	0	0	0	0	1	1	1	0	0	1	1
5757	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	1
5758	2	1	2	0	0	0	2	1	5	2	0	0	30	40	3	0	5
5759	0	0	33	0	0	2	0	1	0	0	0	1	1	0	0	1	2
5760	0	0	0	0	0	0	0	2	0	0	5	0	0	1	0	2	0
5761	0	0	1	0	0	0	1	1	0	0	0	1	1	1	2	1	1
5762	1	1	25	2	0	0	2	0	1	1	1	6	5	0	0	6	3
5763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5764	2	29	16	8	1	11	1	34	8	18	9	4	41	25	4	0	11
5765	1	8	0	2	0	1	0	27	1	2	4	0	1	4	3	1	4
5766	0	27	20	0	3	9	1	66	3	41	10	3	4	16	2	5	2
5767	0	3	11	0	0	0	0	0	0	1	2	4	1	0	0	5	0
5768	6	3	10	0	0	0	0	6	2	1	1	1	8	4	1	2	6
5769	0	0	49	1	0	0	0	0	0	1	2	4	0	0	1	11	7
5770	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0
5771	3	0	26	6	0	1	0	3	0	0	2	9	21	11	3	67	5
5772	17	20	1022	42	7	14	4	215	4	34	70	169	183	41	15	544	73
5773	1	1	3	2	0	0	4	8	5	0	14	0	17	13	2	0	3
5774	0	0	4	0	0	3	0	0	0	0	29	0	0	0	0	0	3
5775	4	7	12	4	0	2	0	16	1	3	11	1	15	6	2	0	7
5776	0	1	4	2	0	0	0	8	2	0	2	0	4	3	2	0	3
5777	1	2	12	1	0	0	0	9	0	0	2	0	2	2	0	0	8
5778	0	0	1	1	0	0	1	8	0	0	2	0	9	0	1	1	3
5779	0	1	2	0	0	1	0	6	0	1	1	1	5	1	0	0	0
5780	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2
5781	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
5782	0	0	14	0	0	0	0	0	0	0	0	2	3	0	0	1	1
5783	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	4	3
5784	0	0	31	0	0	0	0	0	0	0	3	0	5	0	1	6	8
5785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
5786	1	0	11	1	0	0	0	2	0	0	2	6	2	0	0	7	8
5787	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0
5788	1	4	2	5	0	1	0	36	3	1	17	0	43	9	0	0	6
5789	0	1	1	2	0	0	0	31	1	0	16	0	0	4	5	0	7
5790	2	0	1	2	0	0	0	5	2	0	5	0	5	6	2	0	2
5791	3	4	21	0	1	0	0	7	3	1	5	5	16	7	0	3	8
5792	0	1	0	1	0	0	3	19	0	0	0	0	7	1	2	0	4
5793	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0
5794	1	0	26	3	0	0	0	0	0	0	0	5	0	1	1	2	1
5795	0	0	19	0	0	0	0	0	0	2	1	7	0	0	0	0	2
5796	0	0	74	0	0	0	0	0	0	0	0	0	5	0	0	4	0
5797	2	6	62	6	0	1	0	8	1	2	13	3	20	7	2	5	8
5798	1	3	28	2	0	1	0	2	0	0	7	3	8	3	2	3	9
5799	2	0	2	0	0	1	0	1	0	0	1	1	0	0	0	12	1
5800	1	3	5	13	0	0	0	8	2	1	2	0	28	13	2	1	10
5801	0	0	20	2	0	0	0	1	0	0	0	1	2	1	0	2	2
5802	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	8	4
5803	0	0	34	0	0	0	0	21	2	0	6	4	3	0	0	17	5
5804	0	0	2	0	0	3	2	0	1	71	0	0	1	1	0	4	1
5805	0	0	15	0	0	0	0	0	0	1	3	1	0	0	0	5	1
5806	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0
5807	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	5	0
5808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5809	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	7	3
5810	0	0	8	0	0	0	0	2	1	0	2	3	0	0	0	11	3
5811	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	8	3
5812	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	13	0
5813	0	5	39	1	0	0	0	0	0	0	0	0	16	0	2	4	7
5814	1	3	3	1	0	0	0	21	0	0	0	0	0	1	0	1	3
5815	3	0	5	0	1	0	6	14	1	1	1	0	5	2	0	0	6
5816	0	1	0	2	0	0	0	4	0	0	0	0	0	0	0	1	1
5817	0	0	31	2	0	1	0	1	0	0	0	11	1	0	0	10	3
5818	1	0	18	0	0	0	0	1	0	0	2	1	2	0	0	7	4
5819	1	2	20	5	0	1	0	64	1	1	4	5	11	4	1	9	2
5820	2	4	61	1	0	0	0	3	2	0	3	6	16	3	2	3	5
5821	6	2	29	0	0	1	0	19	0	0	8	1	8	0	6	2	9
5822	0	1	27	2	0	0	0	0	2	0	0	8	4	0	1	0	4
5823	0	1	44	2	0	0	0	17	0	0	2	0	54	1	1	0	2
5824	0	0	97	2	0	0	0	6	0	0	7	4	3	0	2	7	7
5825	0	1	82	4	0	0	0	3	0	0	1	17	1	1	1	1	1
5826	0	0	2	0	2	0	0	0	0	0	2	2	0	0	0	0	1
5827	0	0	1	0	0	0	0	11	0	0	0	0	4	0	4	0	0
5828	0	0	33	0	0	0	0	0	0	0	0	2	0	0	0	0	4
5829	0	2	20	1	0	0	0	6	4	0	0	4	17	0	0	2	2
5830	3	4	0	1	0	0	2	8	7	1	2	0	12	11	0	2	4
5831	0	2	1	0	0	1	0	4	0	0	3	1	0	0	1	0	2
5832	1	1	6	4	0	3	1	12	3	0	1	2	6	21	15	0	1
5833	0	0	2	1	0	0	0	5	0	0	0	0	0	0	1	1	0
5834	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	3
5835	2	3	5	0	0	1	2	20	2	1	2	0	3	2	2	2	4
5836	0	0	16	0	0	0	0	0	0	0	0	1	0	0	0	1	0
5837	0	0	1	3	0	0	2	15	3	0	4	0	1	1	1	2	4
5838	0	0	11	1	0	0	1	11	0	0	0	0	0	0	2	3	0
5839	0	0	4	0	0	3	2	18	0	0	0	0	41	0	0	0	2
5840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5841	1	0	0	0	0	0	0	6	0	0	1	0	1	4	1	0	0
5842	11	0	28	1	0	0	0	1	0	0	2	2	0	0	1	1	2
5843	0	8	28	6	0	2	5	17	2	0	9	1	14	4	1	3	8
5844	2	4	31	3	0	1	0	10	3	0	1	0	18	13	5	3	3
5845	3	12	9	4	1	0	0	20	3	1	6	2	14	5	1	1	10
5846	0	0	1	0	1	1	0	0	1	74	0	0	0	2	0	6	0
5847	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5849	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5850	1	1	2	0	0	0	1	2	0	0	0	0	3	0	1	0	2
5851	2	7	3	16	0	1	1	9	4	5	2	0	66	37	1	0	2
5852	3	3	3	5	0	1	1	2	2	1	2	0	6	2	2	0	1
5853	0	1	41	0	0	1	0	7	0	0	1	2	19	1	1	1	8
5854	0	1	11	0	0	0	0	3	0	0	0	0	6	1	0	0	0
5855	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	2	5
5856	123	119	2216	188	5	58	27	1363	58	78	377	416	999	284	148	1370	360
5857	1	1	1	0	0	0	0	21	1	0	0	2	0	0	0	4	2
5858	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	4	0
5859	0	0	40	3	0	1	0	2	0	0	0	3	0	0	1	1	0
5860	1	2	38	0	0	0	1	6	2	1	0	4	4	1	0	5	2
5861	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	2	0
5862	3	3	8	1	0	0	1	18	0	0	2	0	14	8	2	0	9
5863	0	0	11	3	0	0	0	0	0	0	0	0	2	0	0	1	10
5864	3	2	4	5	0	0	0	7	0	0	0	0	2	9	0	1	2
5865	0	0	11	0	1	0	1	0	0	0	0	2	0	0	0	0	3
5866	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
5867	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	4
5868	0	0	0	0	0	1	0	11	0	0	6	0	10	0	3	0	3
5869	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	1	0
5870	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	2	0
5871	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1
5872	0	1	77	5	0	0	0	10	0	0	2	1	4	2	0	4	4
5873	0	8	96	0	1	1	1	2	1	0	4	3	20	1	0	1	6
5874	3	3	41	1	0	0	0	2	0	0	1	6	5	0	0	0	5
5875	0	0	6	0	3	0	1	18	1	0	0	0	5	2	0	6	3
5876	0	0	13	1	0	0	0	1	1	5	0	1	1	0	1	14	5
5877	0	0	15	0	1	0	0	0	0	0	2	3	1	0	0	10	0
5878	0	0	6	0	0	0	0	0	0	0	0	2	0	0	1	1	4
5879	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	5	0
5880	0	0	15	0	0	0	0	0	1	1	0	4	1	0	0	12	2
5881	0	0	83	5	0	0	0	8	0	2	6	4	52	2	1	6	23
5882	2	0	42	0	0	0	0	4	4	0	7	6	3	2	0	12	8
5883	0	0	62	2	0	0	0	0	0	2	0	19	13	1	0	10	4
5884	0	1	6	0	0	0	1	2	2	0	6	1	1	2	1	1	4
5885	0	0	3	1	0	0	0	24	0	0	2	0	4	0	1	1	6
5886	0	1	0	1	0	0	2	4	0	0	3	2	2	0	0	0	5
5887	0	0	3	1	0	0	0	5	2	0	0	0	4	0	1	2	6
5888	0	0	18	2	0	0	0	1	0	0	1	1	1	3	0	1	2
5889	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
5890	0	1	27	1	0	0	0	0	0	0	0	2	2	1	0	0	2
5891	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5892	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	1	0
5893	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5894	0	1	5	4	0	0	0	22	0	0	0	1	5	5	0	4	2
5895	0	5	21	2	1	0	3	26	0	0	1	2	3	1	1	1	2
5896	0	0	10	1	0	0	0	0	0	0	0	1	0	0	0	4	0
5897	0	3	9	7	1	4	0	4	3	27	15	3	5	5	2	1	4
5898	0	0	8	2	0	0	0	1	0	0	1	2	24	6	0	4	2
5899	1	0	6	0	0	1	0	0	0	0	2	5	0	0	0	5	2
5900	0	0	10	2	0	1	0	35	1	2	4	3	6	1	1	4	7
5901	1	0	10	0	0	0	0	0	0	1	1	2	0	0	0	3	1
5902	1	0	13	0	0	1	0	2	0	0	5	4	1	0	0	10	4
5903	0	0	6	0	0	0	0	1	0	0	2	5	0	0	0	13	1
5904	0	0	14	1	0	0	0	1	0	1	4	4	1	0	0	8	3
5905	2	3	98	4	0	0	0	2	3	0	1	6	16	0	0	14	4
5906	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	8	1
5907	1	0	1	0	0	0	0	1	1	0	2	1	1	0	0	8	0
5908	0	1	12	1	0	0	0	1	0	0	2	0	0	0	3	12	11
5909	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	7	1
5910	1	0	8	0	0	1	0	0	0	1	2	2	1	0	0	8	7
5911	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0
5912	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	4
5913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5914	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	2	0
5915	0	2	0	0	0	1	0	3	0	0	0	0	0	0	1	3	2
5916	0	4	10	3	0	0	2	8	5	1	0	0	10	9	1	2	3
5917	0	7	1	0	0	0	4	20	3	0	0	0	2	4	0	1	2
5918	0	1	4	2	0	3	4	3	1	0	3	0	0	3	12	0	3
5919	0	0	6	0	0	0	0	1	0	0	0	0	135	1	1	1	0
5920	0	0	4	0	0	0	0	4	0	0	0	0	24	4	0	2	2
5921	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
5922	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1	1	0
5923	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5924	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	3
5925	0	0	7	1	0	3	0	33	2	26	5	0	8	2	3	0	8
5926	4	9	41	7	0	0	0	5	4	0	6	3	24	13	7	2	6
5927	1	20	34	11	0	0	1	24	6	1	3	1	32	26	4	1	13
5928	2	3	94	11	0	0	1	3	2	0	1	10	7	9	0	4	3
5929	0	0	52	2	0	0	0	0	0	0	1	9	0	1	0	4	2
5930	0	0	1	0	0	0	0	10	0	0	0	1	1	0	0	4	0
5931	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5932	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
5933	0	0	9	1	0	0	3	5	0	1	9	0	7	11	0	1	1
5934	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1
5935	1	3	4	5	0	2	2	34	2	0	3	0	11	11	1	3	2
5936	0	1	2	0	0	0	1	9	0	0	2	0	2	2	1	2	5
5937	0	5	7	0	0	0	0	16	0	0	0	0	5	0	0	1	2
5938	1	4	6	2	1	0	0	12	5	0	1	0	8	4	1	1	15
5939	0	1	3	0	0	0	0	26	1	0	2	0	4	0	0	0	0
5940	1	0	8	2	1	1	3	44	0	0	5	2	8	7	2	1	3
5941	3	10	36	2	0	0	2	64	3	1	5	4	20	14	1	1	10
5942	0	0	1	0	1	0	3	1	1	62	1	0	0	0	2	1	0
5943	0	0	1	1	0	0	0	0	0	4	0	1	0	0	0	1	0
5944	0	1	0	0	1	1	0	0	0	25	0	0	0	0	0	0	0
5945	1	1	36	1	0	4	0	4	0	0	13	1	2	0	2	13	7
5946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
5947	0	0	23	0	0	0	0	0	0	0	4	1	0	0	0	6	11
5948	0	0	39	0	0	0	0	0	0	0	0	3	1	0	0	0	1
5949	0	2	24	2	0	3	0	0	0	2	2	4	5	0	0	8	5
5950	0	4	42	0	0	0	0	3	0	0	5	4	10	1	0	0	8
5951	1	3	38	3	0	1	0	0	2	0	1	9	15	2	0	15	3
5952	0	0	6	0	0	4	0	2	0	2	4	0	0	0	0	21	3
5953	0	1	27	1	0	0	1	0	0	0	1	11	13	5	0	1	4
5954	0	9	12	2	0	0	0	13	2	0	6	7	15	3	2	3	6
5955	0	0	17	0	0	0	0	0	0	0	1	3	2	0	0	3	3
5956	0	0	3	0	0	0	1	0	1	0	4	1	1	0	0	5	4
5957	1	1	3	0	0	0	0	4	0	0	0	0	0	0	0	6	2
5958	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	4	2
5959	0	0	0	0	0	0	0	8	0	0	0	0	1	0	2	0	2
5960	0	0	188	13	0	0	2	2	0	0	0	11	8	0	2	5	4
5961	0	0	31	2	0	0	0	4	0	0	0	0	0	0	0	3	0
5962	0	0	74	1	0	0	0	0	0	0	1	3	1	0	0	4	3
5963	0	0	2	0	0	1	0	3	0	1	0	1	0	0	0	1	0
5964	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	10	3
5965	0	2	7	0	1	2	2	1	1	15	2	0	0	0	0	1	2
5966	0	2	15	0	0	2	2	1	1	2	0	3	2	2	0	2	4
5967	0	0	13	0	0	0	0	0	0	0	2	1	0	0	0	2	3
5968	0	0	14	0	0	0	1	0	0	0	0	6	0	0	0	1	6
5969	1	0	5	0	0	0	0	0	0	0	1	4	3	0	0	4	3
5970	0	0	5	2	0	0	1	30	0	2	1	2	1	0	3	5	17
5971	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2
5972	2	0	12	14	0	1	3	39	6	1	6	0	24	16	10	1	7
5973	0	2	312	10	0	0	0	10	0	0	5	20	10	4	3	15	20
5974	2	1	161	15	0	0	1	0	1	0	5	7	12	3	1	7	12
5975	2	0	94	8	0	0	0	27	2	0	1	9	11	15	6	9	2
5976	0	0	9	0	0	0	0	1	0	1	0	4	1	0	0	6	0
5977	0	0	6	0	0	0	0	0	0	1	2	5	0	0	0	2	1
5978	0	0	26	4	0	0	0	1	0	1	3	6	2	2	0	4	5
5979	0	0	85	9	0	0	0	0	0	0	5	9	1	0	0	5	12
5980	0	0	73	6	0	0	2	12	0	0	0	0	3	1	1	3	4
5981	0	1	24	1	0	1	0	6	0	0	1	0	1	0	0	3	6
5982	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	6	2
5983	0	0	5	0	0	0	0	0	0	3	1	2	1	0	1	0	0
5984	1	0	2	0	0	0	0	1	0	0	2	2	0	0	0	3	4
5985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
5986	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	6	2
5987	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
5988	32	139	1652	29	6	48	6	197	27	74	118	270	231	44	34	183	146
5989	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	1
5990	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4	3
5991	0	0	2	0	0	0	2	5	0	0	0	0	0	0	0	4	0
5992	1	0	30	1	0	0	0	1	0	0	3	1	2	0	0	5	1
5993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
5994	0	2	15	0	0	0	0	4	2	0	2	0	0	0	0	14	4
5995	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	23	4
5996	0	0	3	1	0	0	0	0	0	2	2	2	0	0	0	14	6
5997	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5998	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	4	3
5999	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
6000	0	0	40	4	0	0	0	21	0	0	3	5	3	0	0	26	6
6001	3	0	10	0	0	0	0	0	0	0	4	1	1	0	0	18	5
6002	0	0	37	0	0	0	0	0	0	0	2	0	0	0	0	4	1
6003	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	19	1
6004	0	0	17	0	0	0	0	2	0	0	1	3	2	0	0	41	0
6005	0	8	41	4	0	1	0	7	0	0	4	6	5	0	1	5	4
6006	0	1	18	2	0	0	0	1	0	1	0	3	2	2	0	2	0
6007	0	0	13	1	0	0	0	3	0	0	1	0	0	0	0	0	0
